38075,38782,36425,39221,38719,36436,36916,37547,39522,37797,36691,36877,0,0,0,0,37346,34189,37251,27847
38075,38782,36425,39221,38774,36417,37002,37566,39522,37797,36691,36877,0,0,0,0,37346,34262,37200,27832
38075,38782,36425,39221,38753,36417,37002,37600,39522,37797,36691,36877,0,0,0,0,37287,34306,37217,27863
38075,38782,36425,39221,38753,36384,36967,37547,39522,37797,36691,36877,0,0,0,0,37287,34247,37251,27923
38075,38782,36425,39221,38698,36346,36900,37566,39522,37797,36691,36877,0,0,0,0,37287,34189,37251,27832
38075,38782,36425,39221,38698,36365,36984,37547,39522,37797,36691,36877,0,0,0,0,37272,34321,37200,27832
38075,38782,36425,39221,38808,36417,36916,37619,39522,37797,36691,36877,0,0,0,0,37346,34189,37269,27832
38075,38782,36425,39221,38808,36417,36866,37652,39522,37797,36691,36877,0,0,0,0,37287,34189,37200,27832
38075,38782,36425,39221,38753,36365,36916,37566,39522,37797,36691,36877,0,0,0,0,37362,34262,37286,27832
38075,38782,36425,39221,38774,36384,36866,37619,39522,37797,36691,36877,0,0,0,0,37331,34219,37200,27847
38075,38782,36425,39221,38787,36436,36934,37600,39522,37797,36691,36877,0,0,0,0,37287,34277,37269,27847
38075,38782,36425,39221,38676,36488,36866,37619,39522,37797,36691,36877,0,0,0,0,37331,34146,37217,27892
38075,38782,36425,39221,38753,36417,36951,37600,39522,37797,36691,36877,0,0,0,0,37346,34247,37269,27847
38075,38782,36425,39221,38774,36365,36934,37600,39522,37797,36691,36877,0,0,0,0,37303,34262,37251,27892
38075,38782,36425,39221,38774,36293,36916,37619,39522,37797,36691,36877,0,0,0,0,37346,34379,37251,27847
38075,38782,36425,39221,38698,36312,36916,37619,39522,37797,36691,36877,0,0,0,0,37287,34262,37251,27772
38075,38782,36425,39221,38808,36436,36916,37547,39522,37797,36691,36877,0,0,0,0,37228,34204,37251,27832
38075,38782,36425,39221,38698,36384,36967,37600,39522,37797,36691,36877,0,0,0,0,37287,34277,37200,27832
38075,38782,36425,39221,38774,36384,36916,37547,39522,37797,36691,36877,0,0,0,0,37346,34262,37217,27892
38075,38782,36425,39221,38731,36365,36866,37619,39522,37797,36691,36877,0,0,0,0,37272,34174,37251,27908
38075,38782,36425,39221,38787,36365,36934,37547,39522,37797,36691,36877,0,0,0,0,37287,34262,37269,27892
38075,38782,36425,39221,38829,36436,36916,37600,39522,37797,36691,36877,0,0,0,0,37272,34262,37217,27847
38075,38782,36425,39221,38808,36398,36967,37547,39522,37797,36691,36877,0,0,0,0,37287,34262,37269,27908
38075,38782,36425,39221,38698,36365,36866,37600,39522,37797,36691,36877,0,0,0,0,37346,34247,37217,27832
38075,38782,36425,39221,38719,36346,36967,37619,39522,37797,36691,36877,0,0,0,0,37287,34262,37251,27847
38075,38782,36425,39221,38774,36508,36967,37619,39522,37797,36691,36877,0,0,0,0,37287,34247,37200,27832
38075,38782,36425,39221,38753,36398,36866,37619,39522,37797,36691,36877,0,0,0,0,37287,34247,37251,27892
38075,38782,36425,39221,38753,36312,36866,37619,39522,37797,36691,36877,0,0,0,0,37287,34189,37200,27892
38075,38782,36425,39221,38753,36384,36883,37547,39522,37797,36691,36877,0,0,0,0,37272,34262,37251,27832
38075,38782,36425,39221,38753,36417,36950,37619,39522,37797,36691,36877,0,0,0,0,37287,34306,37269,27892
38075,38782,36425,39221,38774,36384,36916,37619,39522,37797,36691,36877,0,0,0,0,37287,34247,37200,27923
38075,38782,36425,39221,38787,36398,36967,37619,39522,37797,36691,36877,0,0,0,0,37287,34262,37286,27832
38075,38782,36425,39221,38753,36331,36916,37566,39522,37797,36691,36877,0,0,0,0,37287,34262,37251,27908
38075,38782,36425,39221,38753,36365,36934,37619,39522,37797,36691,36877,0,0,0,0,37287,34247,37251,27908
38075,38782,36425,39221,38753,36384,36916,37600,39522,37797,36691,36877,0,0,0,0,37346,34204,37269,27832
38075,38782,36425,39221,38753,36384,36984,37619,39522,37797,36691,36877,0,0,0,0,37287,34189,37286,27892
38075,38782,36425,39221,38829,36365,36916,37600,39522,37797,36691,36877,0,0,0,0,37346,34232,37251,27923
38075,38782,36425,39221,38774,36417,36916,37600,39522,37797,36691,36877,0,0,0,0,37331,34247,37251,27847
38075,38782,36425,39221,38698,36293,36934,37619,39522,37797,36691,36877,0,0,0,0,37287,34204,37217,27847
38075,38782,36425,39221,38740,36312,36950,37566,39522,37797,36691,36877,0,0,0,0,37287,34189,37269,27892
38075,38782,36425,39221,38774,36365,36916,37600,39522,37797,36691,36877,0,0,0,0,37272,34306,37269,27847
38075,38782,36425,39221,38829,36417,36934,37547,39522,37797,36691,36877,0,0,0,0,37303,34204,37286,27892
38075,38782,36425,39221,38808,36365,36934,37652,39522,37797,36691,36877,0,0,0,0,37287,34204,37251,27908
38075,38782,36425,39221,38787,36417,36934,37619,39522,37797,36691,36877,0,0,0,0,37287,34204,37251,27832
38075,38782,36425,39221,38829,36365,36866,37600,39522,37797,36691,36877,0,0,0,0,37303,34189,37269,27832
38075,38782,36425,39221,38753,36293,36916,37547,39522,37797,36691,36877,0,0,0,0,37346,34247,37200,27892
